event_id,event_date,event_url,location_url,event_venue,event_city,event_state,event_country,show,tour,setlist
3000,2012-11-05,/gig:2012-11-05-nationwide-arena-columbus-oh,/venue:nationwide-arena-columbus-oh,Nationwide Arena,Columbus,OH,USA,,Vote For Change,"No Surrender, The Promised Land, Let's Stay Together, (I Can't Get No) Satisfaction, Forward, Land Of Hope And Dreams"
3001,2012-11-05,/gig:2012-11-05-east-village-des-moines-ia,/venue:east-village-des-moines-ia,Des Moines East Village,Des Moines,IA,USA,,Vote For Change,"No Surrender, The Promised Land, Let's Stay Together, (I Can't Get No) Satisfaction, Forward, Land Of Hope And Dreams"
3002,2012-11-08,/gig:2012-11-08-beacon-theatre-new-york-city-ny,/venue:beacon-theatre-new-york-city-ny,Beacon Theatre,New York City,NY,USA,,Non-tour Shows,"We Take Care Of Our Own, Working On The Highway, Tougher Than The Rest, Land Of Hope And Dreams"
3003,2012-11-11,/gig:2012-11-11-xcel-energy-center-saint-paul-mn,/venue:xcel-energy-center-saint-paul-mn,Xcel Energy Center,Saint Paul,MN,USA,,Wrecking Ball Tour,"We Take Care Of Our Own, Wrecking Ball, Out In The Street, Death To My Hometown, My City Of Ruins, Spirit In The Night, It's Hard To Be A Saint In The City, Hungry Heart, Jack Of All Trades, Atlantic City, Savin' Up, Open All Night, Darlington County, Two Hearts, Shackled And Drawn, Waitin' On A Sunny Day, Long Walk Home, Badlands, Thunder Road, If I Should Fall Behind, Rocky Ground, Born To Run, Rosalita (Come Out Tonight), Dancing In The Dark, Tenth Avenue Freeze-Out"
3004,2012-11-12,/gig:2012-11-12-xcel-energy-center-saint-paul-mn,/venue:xcel-energy-center-saint-paul-mn,Xcel Energy Center,Saint Paul,MN,USA,,Wrecking Ball Tour,"I'm A Rocker, Hungry Heart, No Surrender, Night, Loose Ends, Something In The Night, Stolen Car, We Take Care Of Our Own, Wrecking Ball, Death To My Hometown, My City Of Ruins, The E Street Shuffle, Pay Me My Money Down, Devils & Dust, Youngstown, Murder Incorporated, She's The One, Shackled And Drawn, Waitin' On A Sunny Day, The Rising, Badlands, Land Of Hope And Dreams, People Get Ready, Jungleland, Born To Run, Dancing In The Dark, Tenth Avenue Freeze-Out, American Land"
3005,2012-11-15,/gig:2012-11-15-centurylink-center-omaha-ne,/venue:centurylink-center-omaha-ne,CenturyLink Center,Omaha,NE,USA,,Wrecking Ball Tour,"Reason To Believe, Johnny 99, Atlantic City, Hungry Heart, We Take Care Of Our Own, Wrecking Ball, Death To My Hometown, My City Of Ruins, Does This Bus Stop At 82nd Street?, Sherry Darling, Lost In The Flood, State Trooper, Trapped, Open All Night, Shackled And Drawn, Waitin' On A Sunny Day, Raise Your Hand, Highway Patrolman, Backstreets, Badlands, Land Of Hope And Dreams, People Get Ready, Thunder Road, Born To Run, Dancing In The Dark, Santa Claus Is Comin' To Town, Tenth Avenue Freeze-Out"
3006,2012-11-17,/gig:2012-11-17-sprint-center-kansas-city-mo,/venue:sprint-center-kansas-city-mo,Sprint Center,Kansas City,MO,USA,,Wrecking Ball Tour,"Kansas City, Hey-Hey-Hey-Hey!, Prove It All Night, Candy's Room, Not Fade Away, She's The One, Hungry Heart, We Take Care Of Our Own, Wrecking Ball, Death To My Hometown, My City Of Ruins, The E Street Shuffle, Fire, Incident On 57th Street, Because The Night, Cover Me, Downbound Train, I'm On Fire, Shackled And Drawn, Waitin' On A Sunny Day, Raise Your Hand, The Rising, Badlands, Land Of Hope And Dreams, People Get Ready, Light Of Day, My Beautiful Reward, Born To Run, Dancing In The Dark, Santa Claus Is Comin' To Town, Tenth Avenue Freeze-Out"
3007,2012-11-19,/gig:2012-11-19-pepsi-center-denver-co,/venue:pepsi-center-denver-co,Pepsi Center,Denver,CO,USA,,Wrecking Ball Tour,"Get Out Of Denver, I'm A Rocker, The Promised Land, Hungry Heart, We Take Care Of Our Own, Wrecking Ball, Death To My Hometown, My City Of Ruins, Spirit In The Night, The E Street Shuffle, Bishop Danced, Human Touch, Savin' Up, Working On The Highway, Shackled And Drawn, Waitin' On A Sunny Day, Raise Your Hand, Lonesome Day, Badlands, Land Of Hope And Dreams, People Get Ready, Across The Borderline, Born To Run, Bobby Jean, Dancing In The Dark, Santa Claus Is Comin' To Town, Tenth Avenue Freeze-Out"
3008,2012-11-26,/gig:2012-11-26-rogers-arena-vancouver-bc,/venue:rogers-arena-vancouver-bc,Rogers Arena,Vancouver,BC,Canada,,Wrecking Ball Tour,"Shackled And Drawn, Out In The Street, Hungry Heart, We Take Care Of Our Own, Wrecking Ball, Death To My Hometown, My City Of Ruins, Spirit In The Night, Does This Bus Stop At 82nd Street?, Red Headed Woman, Streets Of Fire, Because The Night, Not Fade Away, She's The One, Cover Me, Darlington County, Waitin' On A Sunny Day, Raise Your Hand, The Rising, Badlands, Land Of Hope And Dreams, People Get Ready, Racing In The Street, Radio Nowhere, Born To Run, Dancing In The Dark, Santa Claus Is Comin' To Town, Tenth Avenue Freeze-Out"
3009,2012-11-28,/gig:2012-11-28-rose-garden-portland-or,/venue:rose-garden-portland-or,Rose Garden,Portland,OR,USA,,Wrecking Ball Tour,"Land Of Hope And Dreams, People Get Ready, No Surrender, Hungry Heart, We Take Care Of Our Own, Wrecking Ball, Death To My Hometown, My City Of Ruins, Spirit In The Night, Loose Ends, Growin' Up, Jack Of All Trades, Seeds, Johnny 99, Darlington County, Shackled And Drawn, Waitin' On A Sunny Day, Drive All Night, The Rising, Badlands, Thunder Road, If I Should Fall Behind, Born To Run, Rosalita (Come Out Tonight), Dancing In The Dark, Santa Claus Is Comin' To Town, Tenth Avenue Freeze-Out"
3010,2012-11-30,/gig:2012-11-30-oracle-arena-oakland-ca,/venue:oracle-arena-oakland-ca,Oracle Arena,Oakland,CA,USA,,Wrecking Ball Tour,"Land Of Hope And Dreams, People Get Ready, Cover Me, Adam Raised A Cain, Something In The Night, Hungry Heart, We Take Care Of Our Own, Wrecking Ball, Death To My Hometown, My City Of Ruins, The E Street Shuffle, Pay Me My Money Down, The Ties That Bind, I'm Goin' Down, Devils & Dust, Because The Night, She's The One, Shackled And Drawn, Waitin' On A Sunny Day, Raise Your Hand, The Rising, Badlands, Thunder Road, Kitty's Back, Born To Run, Dancing In The Dark, Santa Claus Is Comin' To Town, Tenth Avenue Freeze-Out"
3011,2012-12-04,/gig:2012-12-04-honda-center-anaheim-ca,/venue:honda-center-anaheim-ca,Honda Center,Anaheim,CA,USA,,Wrecking Ball Tour,"Land Of Hope And Dreams, People Get Ready, Adam Raised A Cain, Streets Of Fire, Hungry Heart, We Take Care Of Our Own, Wrecking Ball, Death To My Hometown, My City Of Ruins, Spirit In The Night, The E Street Shuffle, Long Time Comin', Reason To Believe, This Depression, Darkness On The Edge Of Town, Bad Luck, Because The Night, Darlington County, Shackled And Drawn, Waitin' On A Sunny Day, Raise Your Hand, The Ghost Of Tom Joad, Badlands, Thunder Road, Jungleland, Born To Run, Dancing In The Dark, Santa Claus Is Comin' To Town, Tenth Avenue Freeze-Out"
3012,2012-12-06,/gig:2012-12-06-jobing-com-arena-glendale-az,/venue:jobing-com-arena-glendale-az,Jobing.com Arena,Glendale,AZ,USA,,Wrecking Ball Tour,"Surprise, Surprise, No Surrender, I'm A Rocker, Hungry Heart, Prove It All Night, Trapped, Lost In The Flood, We Take Care Of Our Own, Wrecking Ball, Death To My Hometown, My City Of Ruins, Be True, Light Of Day, Land Of 1,000 Dances, Darlington County, Shackled And Drawn, Waitin' On A Sunny Day, The Way You Do The Things You Do, 634-5789 (Soulsville, U.S.A.), The Rising, Badlands, Thunder Road, Incident On 57th Street, Born To Run, Dancing In The Dark, Santa Claus Is Comin' To Town, Tenth Avenue Freeze-Out"
3013,2012-12-10,/gig:2012-12-10-palacio-de-los-deportes-mexico-city-mexico,/venue:palacio-de-los-deportes-mexico-city-mexico,Palacio De Los Deportes,Mexico City,,Mexico,,Wrecking Ball Tour,"Badlands, Out In The Street, Hungry Heart, We Take Care Of Our Own, Wrecking Ball, Death To My Hometown, My City Of Ruins, Spirit In The Night, The E Street Shuffle, The Promised Land, The River, Because The Night, She's The One, Darlington County, Shackled And Drawn, Waitin' On A Sunny Day, The Way You Do The Things You Do, 634-5789 (Soulsville, U.S.A.), The Rising, Land Of Hope And Dreams, People Get Ready, Thunder Road, Born In The U.S.A., Born To Run, Glory Days, Dancing In The Dark, Santa Claus Is Comin' To Town, Tenth Avenue Freeze-Out"
3014,2012-12-12,/gig:2012-12-12-madison-square-garden-new-york-city-ny,/venue:madison-square-garden-new-york-city-ny,Madison Square Garden,New York City,NY,USA,,Non-tour Shows,"Land Of Hope And Dreams, People Get Ready, Wrecking Ball, My City Of Ruins, Jersey Girl, Born To Run, Who Says You Can't Go Home"
3015,2012-12-15,/gig:2012-12-15-prudential-center-newark-nj,/venue:prudential-center-newark-nj,Prudential Center,Newark,NJ,USA,,Non-tour Shows,Tumbling Dice
3016,2013-02-08,/gig:2013-02-08-convention-center-los-angeles-ca,/venue:convention-center-los-angeles-ca,Los Angeles Convention Center,Los Angeles,CA,USA,,Non-tour Shows,"We Take Care Of Our Own, Death To My Hometown, Thunder Road, Born To Run, Glory Days"
3017,2013-03-14,/gig:2013-03-14-entertainment-centre-brisbane-australia,/venue:entertainment-centre-brisbane-australia,Brisbane Entertainment Centre,Brisbane,,Australia,,Wrecking Ball Tour,"We Take Care Of Our Own, Just Like Fire Would, Wrecking Ball, Badlands, Death To My Hometown, Hungry Heart, My City Of Ruins, Spirit In The Night, The E Street Shuffle, Jack Of All Trades, Murder Incorporated, Johnny 99, Because The Night, She's The One, Shackled And Drawn, Waitin' On A Sunny Day, The Way You Do The Things You Do, 634-5789 (Soulsville, U.S.A.), The Rising, The Ghost Of Tom Joad, Thunder Road, We Are Alive, Born To Run, Glory Days, Dancing In The Dark, Tenth Avenue Freeze-Out"
3018,2013-03-16,/gig:2013-03-16-entertainment-centre-brisbane-australia,/venue:entertainment-centre-brisbane-australia,Brisbane Entertainment Centre,Brisbane,,Australia,,Wrecking Ball Tour,"High Hopes, The Promised Land, Wrecking Ball, Death To My Hometown, Out In The Street, My City Of Ruins, Spirit In The Night, Incident On 57th Street, The River, Atlantic City, Open All Night, Darlington County, Shackled And Drawn, Waitin' On A Sunny Day, Racing In The Street, Badlands, The Ghost Of Tom Joad, Land Of Hope And Dreams, People Get Ready, Blinded By The Light, Born To Run, Bobby Jean, Dancing In The Dark, Tenth Avenue Freeze-Out"
3019,2013-03-18,/gig:2013-03-18-allphones-arena-sydney-australia,/venue:allphones-arena-sydney-australia,Allphones Arena,Sydney,,Australia,,Wrecking Ball Tour,"American Land, Prove It All Night, Adam Raised A Cain, Wrecking Ball, Death To My Hometown, Hungry Heart, My City Of Ruins, Spirit In The Night, High Hopes, Youngstown, Candy's Room, She's The One, Pay Me My Money Down, Shackled And Drawn, Waitin' On A Sunny Day, The Rising, The Ghost Of Tom Joad, Badlands, Thunder Road, Born To Run, Seven Nights To Rock, Dancing In The Dark, Tenth Avenue Freeze-Out"
3020,2013-03-20,/gig:2013-03-20-allphones-arena-sydney-australia,/venue:allphones-arena-sydney-australia,Allphones Arena,Sydney,,Australia,,Wrecking Ball Tour,"Devils & Dust, Last To Die, The Ties That Bind, Darkness On The Edge Of Town, Wrecking Ball, Death To My Hometown, Out In The Street, Does This Bus Stop At 82nd Street?, The Promised Land, Cover Me, No Surrender, I'm On Fire, My City Of Ruins, High Hopes, Because The Night, Open All Night, Shackled And Drawn, Waitin' On A Sunny Day, Lonesome Day, The Ghost Of Tom Joad, Badlands, Jungleland, Born To Run, Bobby Jean, Dancing In The Dark, Detroit Medley, Tenth Avenue Freeze-Out"
3021,2013-03-22,/gig:2013-03-22-allphones-arena-sydney-australia,/venue:allphones-arena-sydney-australia,Allphones Arena,Sydney,,Australia,,Wrecking Ball Tour,"We Take Care Of Our Own, Wrecking Ball, Night, Death To My Hometown, Hungry Heart, My City Of Ruins, Growin' Up, The E Street Shuffle, Prove It All Night, Trapped, The River, Pay Me My Money Down, Working On The Highway, Darlington County, Shackled And Drawn, Waitin' On A Sunny Day, Backstreets, The Ghost Of Tom Joad, Badlands, Thunder Road, Born In The U.S.A., Born To Run, Dancing In The Dark, Tenth Avenue Freeze-Out, Rosalita (Come Out Tonight)"
3022,2013-03-24,/gig:2013-03-24-rod-laver-arena-melbourne-australia,/venue:rod-laver-arena-melbourne-australia,Rod Laver Arena,Melbourne,,Australia,,Wrecking Ball Tour,"Out In The Street, The Promised Land, Something In The Night, Wrecking Ball, Death To My Hometown, Hungry Heart, Spirit In The Night, High Hopes, The River, Seeds, Johnny 99, Prove It All Night, Pay Me My Money Down, Darlington County, Shackled And Drawn, Waitin' On A Sunny Day, The Rising, The Ghost Of Tom Joad, Badlands, Land Of Hope And Dreams, People Get Ready, Born In The U.S.A., Born To Run, Dancing In The Dark, Tenth Avenue Freeze-Out"
3023,2013-03-26,/gig:2013-03-26-rod-laver-arena-melbourne-australia,/venue:rod-laver-arena-melbourne-australia,Rod Laver Arena,Melbourne,,Australia,,Wrecking Ball Tour,"Badlands, We Take Care Of Our Own, Cadillac Ranch, Wrecking Ball, Downbound Train, Death To My Hometown, Hungry Heart, Spirit In The Night, My City Of Ruins, The E Street Shuffle, Red Headed Woman, Because The Night, She's The One, Open All Night, Working On The Highway, Darlington County, Shackled And Drawn, Waitin' On A Sunny Day, The Ghost Of Tom Joad, Thunder Road, We Are Alive, Born To Run, Dancing In The Dark, Rosalita (Come Out Tonight), Tenth Avenue Freeze-Out"
3024,2013-03-27,/gig:2013-03-27-rod-laver-arena-melbourne-australia,/venue:rod-laver-arena-melbourne-australia,Rod Laver Arena,Melbourne,,Australia,,Wrecking Ball Tour,"Long Walk Home, Radio Nowhere, My Love Will Not Let You Down, Better Days, We Take Care Of Our Own, Wrecking Ball, Death To My Hometown, Out In The Street, Factory, Lost In The Flood, High Hopes, Does This Bus Stop At 82nd Street?, Candy's Room, Youngstown, Murder Incorporated, Pay Me My Money Down, I'm Goin' Down, Shackled And Drawn, Waitin' On A Sunny Day, The Rising, The Ghost Of Tom Joad, Badlands, Jungleland, Born To Run, Dancing In The Dark, Tenth Avenue Freeze-Out, American Land"
3025,2013-03-30,/gig:2013-03-30-hanging-rock-macedon-australia,/venue:hanging-rock-macedon-australia,Hanging Rock,Mt. Macedon,,Australia,,Wrecking Ball Tour,"Badlands, Prove It All Night, High Hopes, We Take Care Of Our Own, Wrecking Ball, Death To My Hometown, Hungry Heart, Spirit In The Night, The River, Tougher Than The Rest, Atlantic City, Johnny 99, Pay Me My Money Down, Darlington County, Shackled And Drawn, Waitin' On A Sunny Day, The Promised Land, The Rising, The Ghost Of Tom Joad, Thunder Road, If I Should Fall Behind, Because The Night, Born To Run, Glory Days, Dancing In The Dark, Tenth Avenue Freeze-Out"
3026,2013-03-31,/gig:2013-03-31-hanging-rock-macedon-australia,/venue:hanging-rock-macedon-australia,Hanging Rock,Mt. Macedon,,Australia,,Wrecking Ball Tour,"Adam Raised A Cain, Candy's Room, She's The One, Something In The Night, We Take Care Of Our Own, Wrecking Ball, Death To My Hometown, Hungry Heart, Spirit In The Night, The E Street Shuffle, Incident On 57th Street, Tougher Than The Rest, Because The Night, Jackson Cage, Open All Night, Darlington County, Shackled And Drawn, Waitin' On A Sunny Day, The Promised Land, Lonesome Day, The Rising, The Ghost Of Tom Joad, Badlands, Born In The U.S.A., Born To Run, Dancing In The Dark, Tenth Avenue Freeze-Out, Rosalita (Come Out Tonight), Twist And Shout"
3027,2013-04-27,/nobruce:2013-04-27-nordisk-film-studios-oslo-norway,/venue:nordisk-film-studios-oslo-norway,Nordisk Film Studios,Oslo,,Norway,,,
3028,2013-04-28,/rehearsal:2013-04-28-nordisk-film-studios-oslo-norway,/venue:nordisk-film-studios-oslo-norway,Nordisk Film Studios,Oslo,,Norway,,Wrecking Ball Tour,
3029,2013-04-29,/gig:2013-04-29-telenor-arena-oslo-norway,/venue:telenor-arena-oslo-norway,Telenor Arena,Oslo,,Norway,,Wrecking Ball Tour,"My Kind Of Town, Two Hearts, No Surrender, Badlands, Better Days, We Take Care Of Our Own, Wrecking Ball, Death To My Hometown, Hungry Heart, Spirit In The Night, The E Street Shuffle, Follow That Dream, The River, Prove It All Night, She's The One, Pay Me My Money Down, Darlington County, Shackled And Drawn, Waitin' On A Sunny Day, The Rising, Lonesome Day, Thunder Road, For You, Born In The U.S.A., Born To Run, Dancing In The Dark, Tenth Avenue Freeze-Out"
3030,2013-04-30,/gig:2013-04-30-telenor-arena-oslo-norway,/venue:telenor-arena-oslo-norway,Telenor Arena,Oslo,,Norway,,Wrecking Ball Tour,"Leap Of Faith, The Promised Land, Downbound Train, Cover Me, Out In The Street, We Take Care Of Our Own, Wrecking Ball, Death To My Hometown, Spirit In The Night, Savin' Up, Atlantic City, Murder Incorporated, Johnny 99, Working On The Highway, Open All Night, Shackled And Drawn, Waitin' On A Sunny Day, The Rising, Badlands, Land Of Hope And Dreams, People Get Ready, The Promise, Born In The U.S.A., Born To Run, Ramrod, Dancing In The Dark, Tenth Avenue Freeze-Out, Shout"
3031,2013-05-03,/gig:2013-05-03-friends-arena-solna-sweden,/venue:friends-arena-solna-sweden,Friends Arena,Solna,,Sweden,,Wrecking Ball Tour,"We Take Care Of Our Own, Out In The Street, Wrecking Ball, The Promised Land, Death To My Hometown, Spirit In The Night, Thunder Road, Tenth Avenue Freeze-Out, Night, Backstreets, Born To Run, She's The One, Meeting Across The River, Jungleland, Darlington County, Pay Me My Money Down, Shackled And Drawn, Waitin' On A Sunny Day, The Rising, Badlands, Land Of Hope And Dreams, People Get Ready, Mountain Of Love, Born In The U.S.A., Glory Days, Bobby Jean, Dancing In The Dark, Twist And Shout"
3032,2013-05-04,/gig:2013-05-04-friends-arena-solna-sweden,/venue:friends-arena-solna-sweden,Friends Arena,Solna,,Sweden,,Wrecking Ball Tour,"My Love Will Not Let You Down, Leap Of Faith, I'm A Rocker, Better Days, We Take Care Of Our Own, Wrecking Ball, Death To My Hometown, Hungry Heart, Badlands, Adam Raised A Cain, Something In The Night, Candy's Room, Racing In The Street, The Promised Land, Factory, Streets Of Fire, Prove It All Night, Darkness On The Edge Of Town, Open All Night, Shackled And Drawn, Waitin' On A Sunny Day, Radio Nowhere, The Rising, Thunder Road, Seven Nights To Rock, Born To Run, Dancing In The Dark, Tenth Avenue Freeze-Out, American Land"
3033,2013-05-07,/gig:2013-05-07-hk-areena-turku-finland,/venue:hk-areena-turku-finland,HK Areena,Turku,,Finland,,Wrecking Ball Tour,"We Take Care Of Our Own, Two Hearts, No Surrender, My Lucky Day, Wrecking Ball, Death To My Hometown, Hungry Heart, Spirit In The Night, This Hard Land, The River, From Small Things (Big Things One Day Come), Pink Cadillac, Brilliant Disguise, Because The Night, She's The One, Pay Me My Money Down, Darlington County, Shackled And Drawn, Waitin' On A Sunny Day, The Rising, Badlands, Land Of Hope And Dreams, People Get Ready, Queen Of The Supermarket, Thunder Road, Born To Run, Dancing In The Dark, Tenth Avenue Freeze-Out"
3034,2013-05-08,/gig:2013-05-08-hk-areena-turku-finland,/venue:hk-areena-turku-finland,HK Areena,Turku,,Finland,,Wrecking Ball Tour,"I'll Work For Your Love, Long Walk Home, The Ties That Bind, Out In The Street, Atlantic City, Wrecking Ball, Death To My Hometown, Hungry Heart, Blinded By The Light, Does This Bus Stop At 82nd Street?, Ain't Good Enough For You, Wages Of Sin, The River, Youngstown, Murder Incorporated, Johnny 99, Open All Night, Shackled And Drawn, Waitin' On A Sunny Day, Lonesome Day, Badlands, Racing In The Street, Born In The U.S.A., Born To Run, Dancing In The Dark, Tenth Avenue Freeze-Out, American Land"
3035,2013-05-11,/gig:2013-05-11-friends-arena-solna-sweden,/venue:friends-arena-solna-sweden,Friends Arena,Solna,,Sweden,,Wrecking Ball Tour,"The Promised Land, Out In The Street, We Take Care Of Our Own, Wrecking Ball, Death To My Hometown, Spirit In The Night, Born In The U.S.A., Cover Me, Darlington County, Working On The Highway, Downbound Train, I'm On Fire, No Surrender, Bobby Jean, I'm Goin' Down, Glory Days, Dancing In The Dark, My Hometown, Cadillac Ranch, Shackled And Drawn, Waitin' On A Sunny Day, The Rising, Radio Nowhere, Badlands, Thunder Road, Raise Your Hand, Born To Run, Rosalita (Come Out Tonight), Tenth Avenue Freeze-Out, Twist And Shout"
3036,2013-05-14,/gig:2013-05-14-parken-stadium-copenhagen-denmark,/venue:parken-stadium-copenhagen-denmark,Parken Stadium,Copenhagen,,Denmark,,Wrecking Ball Tour,"We Take Care Of Our Own, Two Hearts, Loose Ends, Cadillac Ranch, Radio Nowhere, Trapped, Wrecking Ball, Death To My Hometown, Spirit In The Night, Thunder Road, Tenth Avenue Freeze-Out, Night, Backstreets, Born To Run, She's The One, Meeting Across The River, Jungleland, Pay Me My Money Down, Shackled And Drawn, Waitin' On A Sunny Day, Lonesome Day, Badlands, Brilliant Disguise, Light Of Day, Born In The U.S.A., Glory Days, Bobby Jean, Dancing In The Dark, Twist And Shout, Raise Your Hand"
3037,2013-05-16,/gig:2013-05-16-jyske-bank-boxen-herning-denmark,/venue:jyske-bank-boxen-herning-denmark,Jyske Bank Boxen,Herning,,Denmark,,Wrecking Ball Tour,"Long Walk Home, My Love Will Not Let You Down, The Ties That Bind, We Take Care Of Our Own, Out In The Street, Wrecking Ball, Death To My Hometown, Hungry Heart, Tougher Than The Rest, Does This Bus Stop At 82nd Street?, For You, I Wish I Were Blind, The River, Prove It All Night, Murder Incorporated, Johnny 99, Open All Night, Shackled And Drawn, Waitin' On A Sunny Day, The Rising, Badlands, Land Of Hope And Dreams, People Get Ready, Born In The U.S.A., Born To Run, Dancing In The Dark, Ramrod, Tenth Avenue Freeze-Out"
3038,2013-05-23,/gig:2013-05-23-piazza-del-plebiscito-naples-italy,/venue:piazza-del-plebiscito-naples-italy,Piazza Del Plebiscito,Naples,,Italy,,Wrecking Ball Tour,"Long Walk Home, My Love Will Not Let You Down, Out In The Street, Hungry Heart, We Take Care Of Our Own, Wrecking Ball, Death To My Hometown, Spirit In The Night, Rosalita (Come Out Tonight), The River, Prove It All Night, Radio Nowhere, The Promised Land, Pay Me My Money Down, Shackled And Drawn, Waitin' On A Sunny Day, Who'll Stop The Rain, The Rising, Badlands, Land Of Hope And Dreams, People Get Ready, My Hometown, Born In The U.S.A., Born To Run, Dancing In The Dark, Tenth Avenue Freeze-Out, Twist And Shout, Thunder Road"
3039,2013-05-26,/gig:2013-05-26-olympiastadion-munich-germany,/venue:olympiastadion-munich-germany,Olympiastadion,Munich,,Germany,,Wrecking Ball Tour,"Who'll Stop The Rain, Long Walk Home, My Love Will Not Let You Down, Out In The Street, Seaside Bar Song, Rosalita (Come Out Tonight), Wrecking Ball, Death To My Hometown, Spirit In The Night, Born In The U.S.A., Cover Me, Darlington County, Working On The Highway, Downbound Train, I'm On Fire, No Surrender, Bobby Jean, I'm Goin' Down, Glory Days, Dancing In The Dark, My Hometown, Waitin' On A Sunny Day, The Rising, Badlands, Pay Me My Money Down, Born To Run, Tenth Avenue Freeze-Out, Rockin' All Over The World, Twist And Shout"
3040,2013-05-28,/gig:2013-05-28-awd-arena-hannover-germany,/venue:awd-arena-hannover-germany,AWD Arena,Hannover,,Germany,,Wrecking Ball Tour,"Land Of Hope And Dreams, People Get Ready, No Surrender, We Take Care Of Our Own, Wrecking Ball, My Love Will Not Let You Down, Death To My Hometown, Hungry Heart, Spirit In The Night, Drift Away, The E Street Shuffle, Atlantic City, Jack Of All Trades, The River, Because The Night, Murder Incorporated, Johnny 99, Open All Night, Shackled And Drawn, Waitin' On A Sunny Day, Radio Nowhere, The Rising, Badlands, Light Of Day, Roll Of The Dice, Born In The U.S.A., Born To Run, Seven Nights To Rock, Dancing In The Dark, Tenth Avenue Freeze-Out, American Land"
3041,2013-05-31,/gig:2013-05-31-stadio-euganeo-padua-italy,/venue:stadio-euganeo-padua-italy,Stadio Euganeo,Padua,,Italy,,Wrecking Ball Tour,"The Ghost Of Tom Joad, Long Walk Home, My Love Will Not Let You Down, Two Hearts, Boom Boom, Something In The Night, The Ties That Bind, We Take Care Of Our Own, Wrecking Ball, Death To My Hometown, Spirit In The Night, Thunder Road, Tenth Avenue Freeze-Out, Night, Backstreets, Born To Run, She's The One, Meeting Across The River, Jungleland, Shackled And Drawn, Waitin' On A Sunny Day, The Rising, Badlands, Pay Me My Money Down, Born In The U.S.A., Dancing In The Dark, Twist And Shout"
3042,2013-06-03,/gig:2013-06-03-stadio-giuseppe-meazza-milan-italy,/venue:stadio-giuseppe-meazza-milan-italy,Stadio Giuseppe Meazza,Milan,,Italy,,Wrecking Ball Tour,"Land Of Hope And Dreams, People Get Ready, My Love Will Not Let You Down, Out In The Street, American Land, Long Tall Sally, Loose Ends, Wrecking Ball, Death To My Hometown, Atlantic City, The River, Born In The U.S.A., Cover Me, Darlington County, Working On The Highway, Downbound Train, I'm On Fire, No Surrender, Bobby Jean, I'm Goin' Down, Glory Days, Dancing In The Dark, My Hometown, Shackled And Drawn, Waitin' On A Sunny Day, The Rising, Badlands, Hungry Heart, This Land Is Your Land, We Are Alive, Born To Run, Tenth Avenue Freeze-Out, Twist And Shout, Shout, Thunder Road"
3043,2013-06-10,/gig:2013-06-10-mtv-studios-camden-town-england,/venue:mtv-studios-camden-town-england,MTV Studios,Camden Town,,England,,Non-tour Shows,The Promised Land
3044,2013-06-15,/gig:2013-06-15-wembley-stadium-london-england,/venue:wembley-stadium-london-england,Wembley Stadium,London,,England,,Wrecking Ball Tour,"Land Of Hope And Dreams, People Get Ready, Jackson Cage, Radio Nowhere, Save My Love, Rosalita (Come Out Tonight), This Hard Land, Lost In The Flood, Wrecking Ball, Death To My Hometown, Hungry Heart, Badlands, Adam Raised A Cain, Something In The Night, Candy's Room, Racing In The Street, The Promised Land, Factory, Streets Of Fire, Prove It All Night, Darkness On The Edge Of Town, Shackled And Drawn, Waitin' On A Sunny Day, The Rising, Light Of Day, Pay Me My Money Down, Born To Run, Bobby Jean, Dancing In The Dark, Tenth Avenue Freeze-Out, Twist And Shout, Thunder Road"
3045,2013-06-18,/gig:2013-06-18-hampden-park-glasgow-scotland,/venue:hampden-park-glasgow-scotland,Hampden Park,Glasgow,,Scotland,,Wrecking Ball Tour,"We Take Care Of Our Own, The Ties That Bind, Jolé Blon, It's Hard To Be A Saint In The City, Radio Nowhere, No Surrender, Wrecking Ball, Death To My Hometown, My City Of Ruins, Spirit In The Night, The E Street Shuffle, I'm On Fire, Tougher Than The Rest, Atlantic City, Murder Incorporated, Johnny 99, Open All Night, Darlington County, Shackled And Drawn, Waitin' On A Sunny Day, The Rising, Badlands, Land Of Hope And Dreams, People Get Ready, Born To Run, Rosalita (Come Out Tonight), Dancing In The Dark, Tenth Avenue Freeze-Out, Twist And Shout, Shout, Thunder Road"
3046,2013-06-20,/gig:2013-06-20-ricoh-arena-coventry-england,/venue:ricoh-arena-coventry-england,Ricoh Arena,Coventry,,England,,Wrecking Ball Tour,"The Ghost Of Tom Joad, Long Walk Home, My Love Will Not Let You Down, Two Hearts, Seeds, Trapped, Long Time Comin', Wrecking Ball, Death To My Hometown, Hungry Heart, The River, Thunder Road, Tenth Avenue Freeze-Out, Night, Backstreets, Born To Run, She's The One, Meeting Across The River, Jungleland, Pay Me My Money Down, Shackled And Drawn, Waitin' On A Sunny Day, Lonesome Day, Badlands, We Are Alive, Born In The U.S.A., Bobby Jean, Dancing In The Dark, Raise Your Hand, American Land"
